Date,Open,High,Low,Close,Adj Close,Volume
2001-10-29,1.326429,1.333571,1.257143,1.259286,1.116049,59795400
2001-10-30,1.241429,1.285714,1.218571,1.257143,1.114150,69190800
2001-10-31,1.266429,1.314286,1.245714,1.254286,1.111618,68437600
2001-11-01,1.260714,1.341429,1.232143,1.327857,1.176821,78248800
2001-11-02,1.322857,1.347143,1.297143,1.326429,1.175555,49301000
2001-11-05,1.345714,1.375000,1.329286,1.362143,1.207207,58948400
2001-11-06,1.354286,1.401429,1.323571,1.397857,1.238859,79004800
2001-11-07,1.390000,1.437857,1.380714,1.399286,1.240125,95747400
2001-11-08,1.402143,1.420714,1.326429,1.336429,1.184417,85535800
2001-11-09,1.328571,1.375000,1.325000,1.336429,1.184417,33573400
2001-11-12,1.332857,1.369286,1.282857,1.339286,1.186950,50374800
2001-11-13,1.362857,1.385000,1.336429,1.383571,1.226198,56168000
2001-11-14,1.399286,1.421429,1.367857,1.400714,1.241391,55287400
2001-11-15,1.389286,1.421429,1.373571,1.389286,1.231262,53257400
2001-11-16,1.376429,1.377857,1.314286,1.355000,1.200877,57666000
2001-11-19,1.357143,1.432143,1.354286,1.428571,1.266080,83147400
2001-11-20,1.415714,1.442857,1.392857,1.395000,1.236327,69146000
2001-11-21,1.400714,1.414286,1.375714,1.405714,1.245822,50395800
2001-11-23,1.407857,1.425000,1.397857,1.417143,1.255951,15001000
2001-11-26,1.424286,1.539286,1.420000,1.526429,1.352806,115172400
2001-11-27,1.514286,1.537143,1.464286,1.500000,1.329384,67138400
2001-11-28,1.489286,1.515000,1.457857,1.466429,1.299631,62652800
2001-11-29,1.471429,1.478571,1.442143,1.458571,1.292667,50691200
2001-11-30,1.462143,1.531429,1.446429,1.521429,1.348375,75978000
2001-12-03,1.504286,1.520000,1.471429,1.503571,1.332549,45291400
2001-12-04,1.503571,1.611429,1.480000,1.600000,1.418009,95104800
2001-12-05,1.597143,1.716429,1.583571,1.697143,1.504102,142144800
2001-12-06,1.677143,1.678571,1.581429,1.627143,1.442065,84733600
2001-12-07,1.604286,1.622143,1.571429,1.610000,1.426872,50878800
2001-12-10,1.592143,1.642143,1.587857,1.610000,1.426872,42502600
2001-12-11,1.619286,1.632143,1.546429,1.555714,1.378761,51368800
2001-12-12,1.562143,1.565714,1.517857,1.535000,1.360402,48115200
2001-12-13,1.535000,1.539286,1.464286,1.500000,1.329384,49460600
2001-12-14,1.480714,1.487857,1.435000,1.456429,1.290768,47471200
2001-12-17,1.457143,1.500000,1.442143,1.472857,1.305328,43428000
2001-12-18,1.492143,1.523571,1.444286,1.500714,1.330017,58809800
2001-12-19,1.470000,1.548571,1.462143,1.544286,1.368632,72489200
2001-12-20,1.528571,1.533571,1.472857,1.476429,1.308493,55216000
2001-12-21,1.500714,1.538571,1.485714,1.500000,1.329384,64083600
2001-12-24,1.492857,1.532143,1.492857,1.525714,1.352173,12657400
2001-12-26,1.525000,1.592857,1.510000,1.535000,1.360402,36600200
2001-12-27,1.541429,1.589286,1.541429,1.576429,1.397119,47877200
2001-12-28,1.569286,1.642857,1.568571,1.602143,1.419908,74781000
2001-12-31,1.607857,1.618571,1.559286,1.564286,1.386357,34445600
2002-01-02,1.575000,1.664286,1.568571,1.664286,1.474983,132374200
2002-01-03,1.642857,1.696429,1.626429,1.684286,1.492708,153001800
2002-01-04,1.667143,1.710714,1.642143,1.692143,1.499671,102494000
2002-01-07,1.694286,1.714286,1.625000,1.635714,1.449661,111146000
2002-01-08,1.625000,1.646429,1.604286,1.615000,1.431303,112509600
2002-01-09,1.628571,1.637857,1.520000,1.546429,1.370531,81958800
2002-01-10,1.515714,1.532857,1.446429,1.516429,1.343944,113184400
2002-01-11,1.527857,1.560000,1.471429,1.503571,1.332549,87200400
2002-01-14,1.500714,1.528571,1.492857,1.510714,1.338880,103999000
2002-01-15,1.522857,1.554286,1.515000,1.550000,1.373697,72580200
2002-01-16,1.529286,1.529286,1.464286,1.484286,1.315457,141723400
2002-01-17,1.568571,1.624286,1.562143,1.605714,1.423074,165144000
2002-01-18,1.571429,1.614286,1.568571,1.583571,1.403449,84702800
2002-01-22,1.590714,1.597857,1.558571,1.558571,1.381293,81828600
2002-01-23,1.557143,1.645714,1.542143,1.644286,1.457258,110819800
2002-01-24,1.636429,1.679286,1.635714,1.657857,1.469286,86000600
2002-01-25,1.635000,1.672857,1.618571,1.660714,1.471818,46478600
2002-01-28,1.671429,1.682143,1.622857,1.662143,1.473084,46611600
2002-01-29,1.658571,1.681429,1.632143,1.647857,1.460423,60081000
2002-01-30,1.647857,1.724286,1.638571,1.720714,1.524993,117894000
2002-01-31,1.725714,1.766429,1.722143,1.765714,1.564874,117111400
2002-02-01,1.738571,1.782857,1.738571,1.743571,1.545250,99576400
2002-02-04,1.737143,1.822857,1.728571,1.810714,1.604756,130593400
2002-02-05,1.792143,1.855714,1.791429,1.817857,1.611086,114221800
2002-02-06,1.828571,1.855714,1.725000,1.762143,1.561709,149394000
2002-02-07,1.760714,1.806429,1.720000,1.735714,1.538287,86958200
2002-02-08,1.742857,1.760000,1.669286,1.716429,1.521195,88832800
2002-02-11,1.709286,1.785714,1.695714,1.784286,1.581333,99650600
2002-02-12,1.761429,1.788571,1.746429,1.765000,1.564241,56070000
2002-02-13,1.766429,1.802857,1.760714,1.786429,1.583233,78218000
2002-02-14,1.789286,1.802143,1.741429,1.757143,1.557278,65042600
2002-02-15,1.752143,1.784286,1.703571,1.707143,1.512965,65046800
2002-02-19,1.697143,1.705000,1.605714,1.615714,1.431936,97564600
2002-02-20,1.626429,1.657143,1.596429,1.652143,1.464221,71360800
2002-02-21,1.637143,1.642857,1.532143,1.535714,1.361036,111687800
2002-02-22,1.547143,1.639286,1.535714,1.624286,1.439533,101619000
2002-02-25,1.632143,1.765714,1.597143,1.700714,1.507267,106712200
2002-02-26,1.707857,1.740714,1.660714,1.690714,1.498405,65032800
2002-02-27,1.710000,1.732143,1.495714,1.568571,1.390155,257539800
2002-02-28,1.582143,1.613571,1.525000,1.550000,1.373697,114234400
2002-03-01,1.566429,1.678571,1.558571,1.675000,1.484478,87248000
2002-03-04,1.661429,1.755714,1.625714,1.735000,1.537654,87064600
2002-03-05,1.725000,1.745000,1.671429,1.680714,1.489543,68675600
2002-03-06,1.677143,1.738571,1.637857,1.719286,1.523727,56551600
2002-03-07,1.718571,1.752143,1.686429,1.741429,1.543351,64562400
2002-03-08,1.767143,1.792143,1.735714,1.761429,1.561076,67443600
2002-03-11,1.757143,1.795714,1.721429,1.790000,1.586398,65696400
2002-03-12,1.750714,1.767143,1.721429,1.765714,1.564874,63513800
2002-03-13,1.740714,1.775000,1.725000,1.749286,1.550315,50191400
2002-03-14,1.735714,1.757143,1.705000,1.745000,1.546517,54324200
2002-03-15,1.747143,1.782857,1.732143,1.782143,1.579435,60225200
2002-03-18,1.782143,1.789286,1.737143,1.767143,1.566141,76139000
2002-03-19,1.763571,1.807143,1.735714,1.775000,1.573104,60586400
2002-03-20,1.761429,1.795714,1.750000,1.780000,1.577535,73579800
2002-03-21,1.704286,1.735714,1.661429,1.733571,1.536388,154088200
2002-03-22,1.730000,1.754286,1.705000,1.720714,1.524993,50548400
2002-03-25,1.719286,1.720714,1.660000,1.667857,1.478148,65707600
2002-03-26,1.657143,1.688571,1.642857,1.675714,1.485111,64460200
2002-03-27,1.667857,1.694286,1.661429,1.676429,1.485744,31925600
2002-03-28,1.692857,1.705714,1.675714,1.690714,1.498405,27113800
2002-04-01,1.670000,1.764286,1.662857,1.747143,1.548415,49761600
2002-04-02,1.714286,1.735714,1.705000,1.719286,1.523727,50948800
2002-04-03,1.717857,1.749286,1.685714,1.696429,1.503469,53632600
2002-04-04,1.690714,1.789286,1.690714,1.778571,1.576269,84624400
2002-04-05,1.782143,1.799286,1.721429,1.767143,1.566141,69587000
2002-04-08,1.725714,1.762857,1.698571,1.754286,1.554746,65378600
2002-04-09,1.756429,1.785714,1.715000,1.721429,1.525626,47882800
2002-04-10,1.729286,1.782143,1.715000,1.761429,1.561076,56245000
2002-04-11,1.787857,1.800000,1.767857,1.775714,1.573737,101813600
2002-04-12,1.786429,1.797857,1.755000,1.790000,1.586398,80060400
2002-04-15,1.790000,1.796429,1.771429,1.785714,1.582599,74842600
2002-04-16,1.796429,1.856429,1.794286,1.838571,1.629445,153644400
2002-04-17,1.852143,1.869286,1.812857,1.865000,1.652867,99062600
2002-04-18,1.821429,1.822857,1.777143,1.815000,1.608554,100427600
2002-04-19,1.820714,1.820714,1.780714,1.784286,1.581333,93851800
2002-04-22,1.774286,1.780714,1.730714,1.752143,1.552847,67356800
2002-04-23,1.752857,1.770000,1.720714,1.732143,1.535122,58367400
2002-04-24,1.735714,1.750000,1.691429,1.697857,1.504736,35112000
2002-04-25,1.682857,1.738571,1.682143,1.722857,1.526892,48550600
2002-04-26,1.734286,1.740714,1.642857,1.643571,1.456625,76245400
2002-04-29,1.654286,1.718571,1.649286,1.711429,1.516763,68072200
