Date,Close,Volume,std,upper,lower,Rates
1990-11-16,4.6145830000000005,25172400.0,0.011162470609851115,4.636907941219703,4.592258058780298,7.06
1990-11-19,4.6145830000000005,18886800.0,0.011661506255513003,4.637906012511027,4.591259987488974,7.06
1990-11-20,4.4375,22634400.0,0.011616536293713302,4.460733072587427,4.414266927412573,7.06
1990-11-21,4.4791669999999995,15367200.0,0.011421984510375757,4.502010969020751,4.456323030979248,7.06
1990-11-23,4.46875,4462800.0,0.010901177304840956,4.490552354609682,4.446947645390318,7.06
1990-11-26,4.4479169999999995,13736400.0,0.009763124123051288,4.467443248246102,4.428390751753897,7.06
1990-11-27,4.4583330000000005,16050000.0,0.008682394579353084,4.475697789158707,4.4409682108412945,7.06
1990-11-28,4.3854169999999995,13208400.0,0.00872059513586573,4.402858190271731,4.367975809728268,7.06
1990-11-29,4.4270830000000005,16971600.0,0.008317961177792552,4.443718922355585,4.410447077644416,7.06
1990-11-30,4.5625,33372000.0,0.008122944429855925,4.578745888859712,4.546254111140288,7.06
1990-12-03,4.53125,20913600.0,0.013972438865118543,4.559194877730237,4.503305122269763,6.74
1990-12-04,4.625,18506400.0,0.01896743672053161,4.662934873441063,4.587065126558937,6.74
1990-12-05,4.75,24972000.0,0.02392200547497514,4.79784401094995,4.70215598905005,6.74
1990-12-06,4.7916669999999995,34268400.0,0.027513482908098245,4.846693965816196,4.736640034183803,6.74
1990-12-07,4.7916669999999995,19372800.0,0.029890499098639913,4.851447998197279,4.73188600180272,6.74
1990-12-10,4.75,13820400.0,0.031783524355395276,4.813567048710791,4.686432951289209,6.74
1990-12-11,4.7291669999999995,12904800.0,0.03338228132203015,4.79593156264406,4.662402437355939,6.74
1990-12-12,4.75,21048000.0,0.034788663810401854,4.819577327620804,4.680422672379196,6.74
1990-12-13,4.6979169999999995,12349200.0,0.03553376198268502,4.768984523965369,4.6268494760346295,6.74
1990-12-14,4.6354169999999995,15628800.0,0.03569067808560846,4.706798356171216,4.564035643828783,6.74
1990-12-17,4.6145830000000005,12871200.0,0.0356721795372367,4.685927359074474,4.543238640925527,6.74
1990-12-18,4.7395830000000005,17863200.0,0.035934748528995045,4.81145249705799,4.667713502942011,6.74
1990-12-19,4.71875,15830400.0,0.034959791699066406,4.788669583398133,4.648830416601867,6.74
1990-12-20,4.7916669999999995,20485200.0,0.0340824763563177,4.859831952712635,4.723502047287364,6.74
1990-12-21,4.8333330000000005,34285200.0,0.032804510397962165,4.898942020795925,4.767723979204076,6.74
1990-12-24,4.8020830000000005,4639200.0,0.03061237266355084,4.863307745327102,4.740858254672899,6.74
