Date,Adj Close,Volume,std,upper,lower,Rates
2000-11-03,1.408514,128955400.0,0.08040469903934654,1.5693233980786931,1.247704601921307,6.17
2000-11-06,1.3570790000000001,98369600.0,0.07921622529208468,1.5155114505841696,1.1986465494158307,6.17
2000-11-07,1.349166,75490800.0,0.08029903911719453,1.509764078234389,1.188567921765611,6.17
2000-11-08,1.2700360000000002,105522200.0,0.07991207250735681,1.4298601450147137,1.1102118549852866,6.17
2000-11-09,1.277949,119208600.0,0.07986179851302004,1.43767259702604,1.11822540297396,6.17
2000-11-10,1.206732,105562800.0,0.0763168160246103,1.3593656320492205,1.0540983679507794,6.17
2000-11-13,1.226515,107954000.0,0.0736836415628184,1.3738822831256368,1.0791477168743633,6.17
2000-11-14,1.281906,102250400.0,0.07376969036875942,1.429445380737519,1.134366619262481,6.17
2000-11-15,1.258166,70589400.0,0.07372947205326129,1.4056249441065225,1.1107070558934773,6.17
2000-11-16,1.202775,59843000.0,0.07355580457105165,1.3498866091421031,1.0556633908578967,6.17
2000-11-17,1.171123,111545000.0,0.07613607564525857,1.323395151290517,1.0188508487094827,6.17
2000-11-20,1.198819,102016600.0,0.07692222954953311,1.3526634590990663,1.044974540900934,6.17
2000-11-21,1.190906,75488000.0,0.07708888815660182,1.3450837763132037,1.0367282236867963,6.17
2000-11-22,1.171123,70133000.0,0.07708888815660182,1.3253007763132036,1.0169452236867962,6.17
2000-11-24,1.222558,40233200.0,0.07499368771856041,1.3725453754371209,1.0725706245628792,6.17
2000-11-27,1.182993,64698200.0,0.07455847343817863,1.3321099468763573,1.0338760531236426,6.17
2000-11-28,1.1414469999999999,67281200.0,0.07864594669200436,1.2987388933840087,0.9841551066159911,6.17
2000-11-29,1.111776,123037600.0,0.08476859076386797,1.281313181527736,0.9422388184722641,6.17
2000-11-30,1.044516,202399400.0,0.09507427533442377,1.2346645506688476,0.8543674493311525,6.17
2000-12-01,1.080124,96426400.0,0.09126743413973046,1.262658868279461,0.8975891317205391,5.77
2000-12-04,1.0563850000000001,92880200.0,0.08635477728174047,1.229094554563481,0.8836754454365192,5.77
2000-12-05,1.076168,153494600.0,0.08222550151182488,1.2406190030236497,0.9117169969763502,5.77
2000-12-06,0.9060379999999999,343616000.0,0.09471550409119979,1.0954690081823995,0.7166069918176003,5.77
2000-12-07,0.9060379999999999,102229400.0,0.10737409834841129,1.1207861966968224,0.6912898033031774,5.77
2000-12-08,0.953516,108906000.0,0.11079584009747552,1.1751076801949512,0.731924319805049,5.77
2000-12-11,0.9614290000000001,83127800.0,0.11528085229444791,1.191990704588896,0.7308672954111043,5.77
2000-12-12,0.973299,96565000.0,0.11654313926515122,1.2063852785303024,0.7402127214696976,5.77
2000-12-13,0.9495600000000001,86221800.0,0.11358078708380413,1.1767215741676083,0.7223984258323918,5.77
2000-12-14,0.9139510000000001,65829400.0,0.11250286081724013,1.1389567216344803,0.6889452783655198,5.77
2000-12-15,0.8902120000000001,128486400.0,0.11487872659254125,1.1199694531850826,0.6604545468149177,5.77
2000-12-18,0.9020819999999999,81452000.0,0.11632052411559403,1.134723048231188,0.6694409517688119,5.77
2000-12-19,0.8862559999999999,93501800.0,0.11508289143701082,1.1164217828740215,0.6560902171259783,5.77
2000-12-20,0.9099950000000001,141332800.0,0.11096836395217,1.1319317279043402,0.6880582720956601,5.77
2000-12-21,0.8902120000000001,91711200.0,0.10748738379768703,1.1051867675953742,0.6752372324046261,5.77
2000-12-22,0.9495600000000001,79513000.0,0.09394049361236315,1.1374409872247264,0.7616790127752737,5.77
2000-12-26,0.9297770000000001,54203800.0,0.0820616665239125,1.093900333047825,0.7656536669521751,5.77
2000-12-27,0.9376899999999999,81366600.0,0.0718848539032736,1.081459707806547,0.7939202921934527,5.77
2000-12-28,0.9376899999999999,76294400.0,0.06267094717222181,1.0630318943444435,0.8123481056555563,5.77
2000-12-29,0.9416469999999999,157584000.0,0.058845612921017865,1.0593382258420356,0.8239557741579642,5.77
2001-01-02,0.9416469999999999,113078000.0,0.04989579309384135,1.0414385861876827,0.8418554138123172,5.15
2001-01-03,1.036602,204268400.0,0.04762525956661139,1.1318525191332227,0.9413514808667772,5.15
2001-01-04,1.080124,184849000.0,0.048226436027160945,1.176576872054322,0.9836711279456782,5.15
